AvailabilityCode|AvailabilityCodeDescription|CVComment|CVTitle|CandidatePermission|CandidateStatusCode|CandidateStatusCodeDescription|CurrentEmployer|CurrentJob|ExternalID|ExtraInfo|HighestEducationLevelCode|HighestEducationLevelCodeDescription|Last3Experiences|ProfilePicture|SalaryCode|SalaryCodeDescription|TotalExperienceYears|id
|||||||Banco do Brasil|Estagiário|||4|Bachelor|Analista de Suporte, Analista de Requisitos|||||cv35201.xml
||||0|||Cliente, Alma Viva ( Caixa Seguros ) em DF|Representante de Atendimento|||1|Secondary Education|Telemarketing ­ Telemarketing / Call Center Receptivo (Analista), Operador de Telemarketing, Auxiliar Administrativo||||6|cv28957.xml
|||||||Piocom Informática e Automação|ANALISTA DE SISTEMA E SUPORTE JR|||4|Bachelor|ANALISTA DE SISTEMA E SUPORTE JR, Analista de suporte, ESTAGIÁRIO NA ÁREA DE TI||||8|cv2797.xml
|||||||Informática Ltda. Brasília - RSI|Analista de Teste e Qualidade de Software I|||4|Bachelor|Analista de Teste e Qualidade de Software I, Analista de Teste, Analista de Testes||||3|cv16203.xml
||||0|||||||1|Secondary Education||||||cv39122.xml
||||0|||Experience|Consultor APM|||||Pesquisador, Programador Sênior, Analista / Desenvolvedor||||9|cv22235.xml
|||||||TM Solutions|Técnico Microinformática|||1|Secondary Education|Estagiário - Implementação de Sistemas, Estagiário||||3|cv12258.xml
||||0|||Camberra Cervejas Especiais|Vendedor|||1|Secondary Education|Técnico Assistente, Vendedor||||2|cv38137.xml
|||||||E-sec Segurança Digital|Estagiária|||1|Secondary Education|Estagiária, Estagiária||||3|cv17347.xml
|||||||PARK SUL INCORPORADORA E CONST. S/A|CHEFE DE DEPARTAENTO DE RH|||4|Bachelor|ASSISTENTE ADMINISTRATIVO I, CHEFE DE DEPARTAMENTO DE PESSOAL, ASSISTENTE ADMINISTRATIVO||||7|cv9161.xml
||||0|||Meta Serviços em Informática S/A|Analista de Sist. Sistema Espec. Sênior|||5|Master|Gerente de Projeto, Bolsista de Mestrado em Engenharia Civil na área de Transportes, Coordenador Técnico||||13|cv13956.xml
||||0|||Riachuelo|Promotora de Cartão|||||Vendedora e Caixa, Auxiliar administrativo|||||cv27171.xml
||||0|||Smaff Hyundai em DF|Supervisor de F&I|||4|Bachelor|Operador de Financiamento, Supervisor, Assistente Comercial||||8|cv29321.xml
|||||||Prevent Senior|Analista de Processos Pleno|||4|Bachelor|Analista de Negócios, Estagiária||||3|cv4839.xml
|||||||Grupo Cical Goiânia - Goias|Analista da Suporte Sênior|||5|Master|Auxiliar de Processamento de Dados, Analista de Suporte, Aux. Tec. Laboratório de Informática Jr||||7|cv9808.xml
|||||||Garra Distribuição Ltda|Aux.de logística, empilhador, conferente|||2|Vocational Education|Atendente, Controle de estoque, Atendente|||||cv27027.xml
||||0|||Centro de Apoio ao Desenvolvimento Tecnológico em DF|Consultora Interna de Recursos Humanos|||4|Bachelor|Consultora Interna de Recursos Humanos, Analista de Planejamento Financeiro, Analista||||7|cv29294.xml
|||||||Indústria Mecânica Samot (Metalúrgica)|Coordenadora de RH|||5|Master|Analista de RH, Coordenadora de Recrutamento e Seleção., Analista de RH II||||8|cv33086.xml
||||0|||Faculdades JK|Coordenador de projetos de TI|||||Coordenador de projetos de TI, Gestão de TI, Mestre em Administração, Governança de TI||||10|cv22462.xml
||||0|||Amil Assistência Medica S. A|Analista Comercial|||4|Bachelor|||||6|cv35435.xml
|||||||BMW Group Brasil em Manaus|Gerente|||4|Bachelor|Gerente de Portfolio e demandas, Gerente, Gerente de Projetos de TI e Sistemas de informação||||29|cv15584.xml
|||||||Banco do Brasil|trabalhados|||4|Bachelor|Administrador de Redes, Analista de Operações Pleno I (Solução Serviços Especializados), estágio||||8|cv9066.xml
|||||||Caixa Seguros|Representante de Atendimento||||||||||cv26886.xml
||||0|||Phoenix Contact Indústria e Comércio|Analista de Infraestrutura|||5|Master|Técnico de informática, Técnico de Informática||||19|cv18397.xml
|||||||Atacadão dist. E ind. LTDA|Menor aprendiz|||1|Secondary Education|Estágio, Faturista|||||cv7286.xml
||||0|||Experience|Sócio|||||Gestor, Analista de Capacidade, Consultor de Segurança||||9|cv23013.xml
|||||||Arvense|Instrutora de Informática|||4|Bachelor|Instrutora de Xadrez, Instrutora de Xadrez||||5|cv1087.xml
||||0|||CDI|Informática, TI, Telecomunicações ­ Suporte Técnico (Operacional) Suporte|||4|Bachelor|Suporte Técnico, Técnico de Suporte Nivel III, Analista||||9|cv29735.xml
||||0|||IESB|Pós-graduação em Gerência de Projetos|||||Analista de sistemas, Analista de sistemas, Analista de sistemas||||15|cv22230.xml
|||||||Vector Contadores|Assistente de Recursos Humanos|||4|Bachelor|Controle, Assistente de Recursos Humanos, Estagiária Recursos Humanos||||3|cv27493.xml
|||||||RSI Informática (BRB|Analista de Testes de Software|||4|Bachelor|Analista de Testes, Estágio||||4|cv33713.xml
||||0|||Experience|Analista de Teste|||||Analista de Teste, Analista de Teste e Qualidade de Software, Testador||||9|cv23977.xml
||||0|||Polisys em DF|Arquiteto Java|||1|Secondary Education|Arquiteto Java, Desenvolvedor Java, Desenvolvedor Java||||7|cv28984.xml
|||||||BM&FBovespa (B3)|Analista de Sistema Sr/Arquitetura|||4|Bachelor|Analista de Sistema Sr/Arquitetura, Especialista em Sistemas Sr (Projeto), Lider Técnico||||16|cv34974.xml
|||||||IBM Brasil|Analista de Infraestrutura|||4|Bachelor|Analista de Infraestrutura, Analista de Infraestrutura, Analista de Infraestrutura||||6|cv1689.xml
|||||||GTI Tecnologia|Desenvolvedor de Software Pleno|||4|Bachelor|Aviso Urgente Publicações, Programador Visual Basic, Programador .Net Junior||||3|cv10046.xml
|||||||MD2 cosultoria|Analista BI/ETL|||5|Master|Analista BI, colaborador, Analista de Sistemas||||7|cv34156.xml
||||0|||Gabarito Soluções GGELF|Gerente Executivo de Contas|||5|Master|Gerente de Produtos Oracle Hardware Brasil, Gerente Executivo de Contas, Gestor Comercial||||29|cv18798.xml
||||0|||SitesClick Desenvolvimento web em DF|Desenvolvedora Front|||4|Bachelor|Desenvolvedora Front, Desenvolvedora Front||||8|cv29198.xml
|||||||Egali Hostel - (Dublin, Irlanda)|Recepcionista|||||Suporte Técnico, Atendente / Suporte Técnico||||6|cv27674.xml
|||||||CEVIU ­ Empregos de Informática|ANALISTA SISTEMAS SÊNIOR|||4|Bachelor|ANALISTA SISTEMAS SÊNIOR, ANALISTA SISTEMAS SÊNIOR, ANALISTA PROGRAMADOR SÊNIOR||||9|cv9992.xml
|||||||Ctis tecnologia|Atendente primeiro Nível|||4|Bachelor|Estagiário|||||cv15062.xml
||||0|||Brasília-DF|Suporte técnico|||4|Bachelor|Suporte técnico||||2|cv14904.xml
|||||||Embratel Telecomunicações|Gerente Executivo Desenv. Negócios TI|||1|Secondary Education|Gerente de Desenvolvimento de Negocios Sr - TI/Segurança, Gerente de Negócios, Account Manager Sr||||24|cv15883.xml
|||||||Spassu Tecnologia|Analista Desenvolvedor Java|||4|Bachelor|Estagio Desenvolvedor Java, Técnico Administrativo (TI) REDA||||5|cv10254.xml
|||||||Receita Federal Brasíleira|Estagiário|||1|Secondary Education|Programador||||4|cv21185.xml
||||0|||CODEPLAN|Auditor, SQA, Analista de Projetos|||4|Bachelor|Analista de Negócios e O&M||||13|cv14544.xml
|||||||Alexsandro de Jesus Córdova|Gestor de Qualidade|||||Analista de Sistemas Sênior, Gerente de Projeto PMO, Analista de Qualidade||||57|cv34319.xml
|||||||UBEC - União Brasiliense de Educação e Cultura|Tecnologia de Operações|||4|Bachelor|Suporte Tecnológico, Suporte Tecnológico, Suporte Tecnológico||||4|cv14956.xml
|||||||Concert Technologies|Técnico de Suporte|||4|Bachelor|Monitor em Linux, Técnico de Suporte, Analista de Suporte||||6|cv12481.xml
||||0|||SUPORTE - SISINFOR|PROGRAMAÇÃO EM C#|||4|Bachelor|Analista de Service Desk, Estagiário - Tecnologia da Informação, PROGRAMAÇÃO EM C#||||9|cv19218.xml
|||||||Accenture entrou|Analista de Sistemas|||4|Bachelor|Desenvolvedor Junior||||2|cv2611.xml
||||0|||sistema SIARA|Lider de Requisitos|||||Lider de Requisitos, Coordenador de Projetos, Analista de Sistemas||||18|cv23176.xml
|||||||AZ Tecnologia|Técnico de Informática|||4|Bachelor|Analista||||2|cv21069.xml
|||||||||||4|Bachelor||||||cv8970.xml
|||||||B2br / Mais2x|Administrador de Banco de Dados Senior|||4|Bachelor|Gerente de Sistemas/ Logistica, Consultor Oracle Senior, Gerente de Projetos ERP||||9|cv12946.xml
|||||||Fit informática|Estágio|||5|Master|Estágio, Instrutor de Informática, Instrutor de Informática||||3|cv12190.xml
|||||||r d e n a d o r d e E q u i p e; S e a r c h T e c n o l o g i a|Líder técnico|||4|Bachelor|Líder técnico, Desenvolvedor de||||14|cv15752.xml
|||||||Brastemp / Consul|2017IBM - Suporte Técnico|||4|Bachelor|Monitor de Qualidade||||10|cv32836.xml
|||||||EMPRESA - FUNPRESP-Exe|Espec. Técnico - Suporte em TI|||5|Master|Espec. Suporte a Infraestrutura TI, Analista de Suporte Técnico, Técnico de Suporte||||5|cv9335.xml
||||0|||Stefanini|de Recrutamento e Seleção Sênior|||||de Recrutamento e Seleção Sênior, Analista de RH Sênior at Tech Mahindra, Analista de RH Sênior||||10|cv36299.xml
||||0||||Bolsista|||5|Master|Bolsista||||6|cv20574.xml
|||||||Secretaria de Estado de Fazenda|Estagiário em TI|||4|Bachelor|Estagiário em TI||||2|cv9865.xml
||||0|||Uniceub/Brasília em DF|Atleta profissional|||4|Bachelor|||||8|cv29287.xml
|||||||Rede Sarah Hospitais de Reabilitação|Aprendiz de Oficina Ortopédica|||4|Bachelor|operadora de caixa, Monitora|||||cv10845.xml
|||||||DBA ENGENHARIA DE SISTEMAS (MINISTÉRIO DA JUSTIÇA) - BRASÍLIA-DF|Analista de Sistemas Junior de|||4|Bachelor|Desenvolvedor WEB, Desenvolvedor WEB||||2|cv37.xml
||||||||||||||||||cv33475.xml
||||0|||G&P Projetos e Sistemas S/A|Analista de Processos|||4|Bachelor|Oficial Administrativo, Gerente de Desenvolvimento de Sistemas, Assistente de Administração e Controle do Erário||||18|cv33549.xml
|||||||Experience|Administrador de Dados|||||"Consultor Técnico, Administrador de Dados, Administrador de Dados | Consultor"||||22|cv27524.xml
||||0|||Mercado 301|Auxiliar Administrativo|||1|Secondary Education|Auxiliar Administrativo||||1|cv39285.xml
||||0||||Gerente de Tecnologia da Informação|||4|Bachelor|Desenvolvedor, Programador, Sócio||||15|cv36394.xml
||||0||||Analista de Infraestrutura (INCRA)|||4|Bachelor|Técnico de Atendimento, Técnico de Atendimento 1º Nível, Auxiliar de Escritório||||7|cv36825.xml
|||||||Ministério da Fazenda Previdência Social|Aprendiz de Auxiliar Administrativo|||1|Secondary Education|Aprendiz de Auxiliar Administrativo||||3|cv33890.xml
|||||||PREFEITURA DE PAÇO DO LUMIAR|Auxiliar financeiro|||4|Bachelor|Agente Comercial|||||cv8940.xml
||||0|||Shark Tratores ePeças Ltda|Analistade Benefícios|||||AnalistaFiscal, AssistenteFiscal/Contábil, Assistentede EscritaFiscal||||9|cv37649.xml
||||0|||||||5|Master||||||cv37271.xml
||||0|||Associação Nacional dos Membros do Ministerio Publico, CONAMP em DF|Administrativa no Campo|||4|Bachelor|estagiaria||||4|cv29236.xml
|||||||Promobom Autopass S/A|Analista de suporte técnico|||||Gerente de operações e serviços de Tecnologia da Informação e Telecomunicação, Coordenação e Operações em Tecnologia da informação e Telecomunicação||||10|cv34351.xml
||||0|||B2BR - Business to Business|Operador de Service Desk Jr|||||Técnico de Informática, Operador de Service Desk Jr, Analista de suporte||||10|cv19648.xml
||||0|||Algar Tecnologia|Analista de Sistemas Operacionais Pleno|||4|Bachelor|Técnico de suporte, Técnico de suporte||||2|cv14104.xml
||||0|||Senior Sistemas S/A|Analista de Implantação|||4|Bachelor|Consultoria Júnior, Consultoria Júnior||||5|cv2233.xml
||||0|||CPD Informática|de TI|||4|Bachelor|Consultora de RH, Gerente de Recursos Humanos, Gerente de Recursos Humanos||||16|cv20826.xml
||||0|||Royal American Limousines|Analista Desenvolvedor Web Sênior|||5|Master|Analista de Sistemas Pleno, Analista Desenvolvedor Web Sênior||||2|cv30713.xml
||||||||Analista de Suporte de Sistemas Expert|||5|Master|Especialista de TI, Analista de Sistemas Sênior, Especialista de TI||||13|cv32979.xml
|||||||FirstDecision Tecnologias Inovadoras|Analista de BI|||4|Bachelor|Estagiário||||2|cv12846.xml
|||||||Prisma Turismo e Eventos|AuxiliarAdministrativo (Estágio/Atendente)|||||Caixa, Estágio de Recursos Humanos||||4|cv12050.xml
|||||||A, remunerado|Teleatendente Suporte Nível 2|||4|Bachelor|Teleatendente Suporte Nível 2, Estágio curricular||||7|cv21156.xml
||||0||||||||||||||cv22669.xml
|||||||SENADO FEDERAL|Assistente parlamentar pleno - comissionado|||4|Bachelor|Técnico especializado, Técnico em suporte, Operador logístico||||18|cv2473.xml
|||||||Libercon Engenharia LTDA - Construção Civil|Analista de Recursos Humanos|||5|Master|Analista de Recursos Humanos, Analista de Recursos Humanos||||21|cv33309.xml
||||0|||HSBC Global Technology, Curitiba, Paraná|Team Leader / Projeto CARDS Implementation Brazil|||4|Bachelor|Analista de Sistemas, Analista de Sistemas, Programador||||9|cv18377.xml
|||||||Algar Tech|Assistente de Suporte|||4|Bachelor|Técnico de Suporte 1º Nível, Estagiário, Assistente de Suporte||||5|cv34699.xml
|||||||PMI/DF|Voluntário|||4|Bachelor|Estagiário, Voluntário||||5|cv7926.xml
|||||||Capgemini Brasil|Analista de Infraestrutura Pleno|||1|Secondary Education|Técnico de Infraestrutura Pleno, Técnico de TI Pleno, Analista de Microinformática I||||13|cv9669.xml
|||||||Gerencia de Rede Lan|WAN.|||4|Bachelor|Analista de Suporte N2, WAN., Gerente de TI||||4|cv10143.xml
||||0||||Secretária Administrativa|||4|Bachelor|Secretária Administrativa, Recepcionista Vendedor, Recepcionista||||6|cv29210.xml
|||||||Dual Tecnologia|Técnico de Informática|||4|Bachelor|Estagio em suporte técnico, Técnico de Informática||||2|cv7297.xml
|||||||Wizard|Professor de Inglês|||4|Bachelor|Professor de Inglês||||8|cv10778.xml
||||0|||Lojas Americanas|Operador de caixa e repositor|||4|Bachelor|A.C.S.||||2|cv36368.xml
|||||||LBr Consultoria entrou|Analista de Suporte|||4|Bachelor|Analista de Sistemas II, Analista de Sistemas Pleno, Analista Programador||||18|cv3264.xml
|||||||Docências do Ensino Superior pela UNICESP|Analista de Testes de software|||||Analista de Testes de software, Coordenador de|||||cv34195.xml
|||||||CAM BRASIL (3C SERVICES / ENEL) (Medição e Eficiência Energética|Auxiliar Administrativo|||4|Bachelor|Estagiário, Estagiário Sênior TI & Financial Assistant, Estagiário||||6|cv23220.xml
||||0|||sede em Brasília|Gerente de Transmissão Backhaul|||4|Bachelor|operadora de Telecomunicações, Engenheiro de Micro, Engenheiro de Transmissão Sênior||||20|cv18367.xml
|||||||ALIANÇA ADMINISTRADORA DE BENEFÍCIOS DE SAÚDE|Analista de TI Pleno|||||Técnico de Suporte, Analista de Redes, Analista de Redes||||5|cv20227.xml
|||||||Conseguro Corretora de Seguros S/S LTDA|Analista|||5|Master|Estagiário||||9|cv8464.xml
||||0|||Fórum de São Paulo JP. Representações Pronto Socorro Vera Cruz- Mongaguá UPA- Itanhaém Hospital Regional de Itanhaém UBS- Jd. Praia Grande CESCRIM|Auxiliar administrativo Auxiliar em vendas|||1|Secondary Education||||||cv36199.xml
|||||||ABDI - Agência Brasileira de Desenvolvimento Industrial|Analista de Desenvolvimento Industrial Sênior - Projetos|||4|Bachelor|Analista de Sistemas II, Trainee, Instrutor de JAVA||||6|cv12492.xml
||||0|||Resource IT Solutions|Senior UX Designer|||4|Bachelor|Web Designer Pleno II, Freelancer, Web Developer||||11|cv36925.xml
|||||||Virtual Soluções Empresariais Brasília - DF|Analista de Suporte|||4|Bachelor|Estagiário de Informática, Soldado, Soldado||||10|cv14954.xml
|||||||SYSTEM ANALIST na|Desenvolvedor / Analista / Coordenador|||5|Master|Desenvolvedor / Analista / Coordenador, Desenvolvedor / Analista / Coordenador, Desenvolvedor / Analista / Coordenador||||24|cv8077.xml
||||||||||||||||||cv12534.xml
|||||||||||4|Bachelor||||||cv34017.xml
|||||||SGC SISTEMAS E CONSULTORIA|ADMINISTRADOR DE|||5|Master|CONSULTOR SQL, ADMINISTRADOR DE, ADMINISTRADOR DE||||7|cv10739.xml
||||0|||Tribunal de Contas da União|Java developer intern|||3|University|Mobile Developer, Developer and Project Manager, Trainee|||||cv22441.xml
||||0|||Caixa Econômica Federal|Analista de Sistemas|||4|Bachelor|Analista de Sistemas||||12|cv5204.xml
|||||||Wizard Idiomas|Coordenadora administrativa|||4|Bachelor|Coordenadora administrativa, Auxiliar Administrativo, Recepcionista||||4|cv7547.xml
|||||||D'FREIRE ADVOCACIA E CONSULTORIA|Administrador|||||Desenvolvedor Web (JAVA), Analista/Desenvolvimento de Sistemas Web, Analista de Sistemas Sênior||||18|cv6047.xml
||||0|||Fundação Cultural Palmares/MinC - Tercerizada pelo ICEP Brasil|Auxiliar Administrativo|||||||||1|cv19639.xml
||||0|||Produtiva TI em DF|Técnico de Suporte PPM nivel 4|||4|Bachelor|Técnico de Suporte PPM nivel 4, Técnico de Suporte PPM nivel 1, Estagiário||||6|cv28918.xml
||||0|||G&P PROJETOS E SISTEMAS|Analista de Recursos Humanos Sênior|||4|Bachelor|Analista de Recursos Humanos, Analista de Recursos Humanos Generalista, Recursos Humanos||||11|cv38883.xml
||||0|||Stefanini IT Solutions (Alocado no cliente - TRF1º- Região)||||5|Master|||||9|cv15230.xml
|||||||Mais2X Consulting|técnico em infra-estrutura jr|||2|Vocational Education|Analista Técnico, técnico em infra-estrutura jr||||3|cv4364.xml
||||0||||||||||||||cv22373.xml
|||||||Quadro Comércio de Material Elétrico Ltda|Auxiliar de Escritório/Recepção/Contas a Pagar|||4|Bachelor|||||7|cv26899.xml
|||||||CTIS|Teleoperadora|||4|Bachelor|Preposto TJDFT, Analista Operacional de Suporte, Técnico de Apoio ao Usuário||||4|cv13018.xml
||||||||||||||||||cv20973.xml
|||||||ALIANÇA ADMNISTRADORA DE SEGUROS DE VIDA|Assistente admnistrativo e de suporte técnico de banco de dados|||1|Secondary Education|Ministerio da Cultura|||||cv6359.xml
||||0|||Connectcom|Técnico em manutenção|||4|Bachelor|Técnico em manutenção||||8|cv16114.xml
||||0|||STEFANINI - Powering Your Business|Líder técnico|||5|Master|Analista de Departamento Pessoal, Gerente Administrativo e Financeiro, Analista Administrativo Financeiro||||9|cv36744.xml
||||0||||||||||||||cv38462.xml
||||0|||LG lugar de gente|Analista de Documentação|||4|Bachelor|Analista de Documentação, Auxiliar de Biblioteca||||9|cv20801.xml
|||||||INFOcons Informática Ltda|Estagiário|||||||||2|cv4930.xml
|||||||Capgemini Consulting Technology|Analista de Sistemas JR|||4|Bachelor|Analista de Sistemas JR, Programador Júnior, Programador Júnior||||6|cv12319.xml
||||0|||||||4|Bachelor||||||cv39173.xml
||||0|||Ministério da previdência social|Auxiliar administrativo|||||Professor De Informática, Professor De Informática e Robótica, Tecnico Telecomunicação|||||cv35430.xml
