LanguageProficiencyCode|LanguageProficiencyCodeDescription|LanguageSkillCode|LanguageSkillCodeDescription|id
3|Intermediate|EN|English|cv2473.xml
||||cv33309.xml
||||cv18377.xml
||||cv34699.xml
||||cv7926.xml
||||cv9669.xml
||||cv10143.xml
4|Advanced|EN|English|cv29210.xml
6|Native|PT|Portuguese|cv29210.xml
2|Basic Knowledge|ES|Spanish|cv29210.xml
2|Basic Knowledge|EN|English|cv7297.xml
||EN|English|cv10778.xml
||DE|German|cv10778.xml
||IT|Italian|cv10778.xml
||FR|French|cv10778.xml
3|Intermediate|EN|English|cv36368.xml
4|Advanced|FR|French|cv36368.xml
||||cv36368.xml
3|Intermediate|EN|English|cv3264.xml
4|Advanced|EN|English|cv34195.xml
||EN|English|cv23220.xml
||ES|Spanish|cv23220.xml
||FR|French|cv23220.xml
||PT|Portuguese|cv23220.xml
||EN|English|cv18367.xml
||ES|Spanish|cv18367.xml
||||cv20227.xml
||||cv8464.xml
||||cv36199.xml
||EN|English|cv12492.xml
5|Near Native|EN|English|cv36925.xml
3|Intermediate|ES|Spanish|cv36925.xml
2|Basic Knowledge|FR|French|cv36925.xml
||||cv14954.xml
4|Advanced|EN|English|cv8077.xml
3|Intermediate|ES|Spanish|cv8077.xml
||EN|English|cv12534.xml
||ES|Spanish|cv12534.xml
3|Intermediate|EN|English|cv34017.xml
||||cv10739.xml
||||cv22441.xml
3|Intermediate|PT|Portuguese|cv5204.xml
3|Intermediate|EN|English|cv5204.xml
||||cv7547.xml
||||cv6047.xml
||||cv19639.xml
3|Intermediate|EN|English|cv28918.xml
6|Native|PT|Portuguese|cv28918.xml
||||cv38883.xml
||EN|English|cv15230.xml
||||cv4364.xml
||||cv22373.xml
||||cv26899.xml
||||cv13018.xml
||||cv20973.xml
||||cv6359.xml
3|Intermediate|EN|English|cv16114.xml
3|Intermediate|ES|Spanish|cv16114.xml
3|Intermediate|EN|English|cv36744.xml
2|Basic Knowledge|ES|Spanish|cv36744.xml
||||cv38462.xml
3|Intermediate|EN|English|cv20801.xml
||||cv4930.xml
||EN|English|cv12319.xml
||ES|Spanish|cv12319.xml
3|Intermediate|NV|Navajo|cv12319.xml
3|Intermediate|EN|English|cv39173.xml
3|Intermediate|ES|Spanish|cv39173.xml
3|Intermediate|EN|English|cv35430.xml
4|Advanced|EN|English|cv34479.xml
||||cv38094.xml
||||cv22903.xml
||EN|English|cv3753.xml
2|Basic Knowledge|ES|Spanish|cv3753.xml
6|Native|PT|Portuguese|cv29057.xml
3|Intermediate|EN|English|cv26074.xml
4|Advanced|EN|English|cv7394.xml
3|Intermediate|EN|English|cv29572.xml
6|Native|PT|Portuguese|cv29572.xml
||EN|English|cv35259.xml
||EN|English|cv27309.xml
||||cv25585.xml
||EN|English|cv35112.xml
3|Intermediate|ES|Spanish|cv6416.xml
2|Basic Knowledge|EN|English|cv6416.xml
||EN|English|cv12623.xml
4|Advanced|EN|English|cv2177.xml
||||cv692.xml
||||cv18106.xml
||||cv21012.xml
3|Intermediate|EN|English|cv17560.xml
3|Intermediate|EN|English|cv19175.xml
3|Intermediate|FR|French|cv19175.xml
3|Intermediate|ES|Spanish|cv19175.xml
5|Near Native|PT|Portuguese|cv34297.xml
4|Advanced|EN|English|cv34297.xml
6|Native|PT|Portuguese|cv28955.xml
4|Advanced|EN|English|cv28955.xml
4|Advanced|EN|English|cv6351.xml
||||cv6349.xml
3|Intermediate|EN|English|cv37910.xml
||||cv8402.xml
||||cv38336.xml
||EN|English|cv9593.xml
||ES|Spanish|cv9593.xml
||||cv34353.xml
2|Basic Knowledge|EN|English|cv27340.xml
2|Basic Knowledge|ES|Spanish|cv27340.xml
3|Intermediate|EN|English|cv12638.xml
||||cv38348.xml
||||cv27224.xml
||EN|English|cv34921.xml
||EN|English|cv19460.xml
3|Intermediate|KG|Kongo|cv19460.xml
||||cv26877.xml
3|Intermediate|EN|English|cv14097.xml
||||cv26933.xml
3|Intermediate|EN|English|cv36667.xml
2|Basic Knowledge|ES|Spanish|cv36667.xml
||||cv7216.xml
||||cv38601.xml
||||cv27314.xml
||||cv2008.xml
||||cv22822.xml
6|Native|PT|Portuguese|cv29262.xml
||||cv22945.xml
4|Advanced|EN|English|cv8641.xml
4|Advanced|EN|English|cv3872.xml
2|Basic Knowledge|ES|Spanish|cv3872.xml
||||cv22783.xml
||||cv9491.xml
||EN|English|cv10572.xml
||ES|Spanish|cv10572.xml
||||cv15998.xml
||||cv20757.xml
2|Basic Knowledge|EN|English|cv18833.xml
2|Basic Knowledge|EN|English|cv8691.xml
||||cv22385.xml
||||cv12312.xml
||||cv4239.xml
||||cv14644.xml
||||cv21229.xml
3|Intermediate|EN|English|cv9411.xml
3|Intermediate|EN|English|cv7768.xml
4|Advanced|ES|Spanish|cv7768.xml
||||cv25740.xml
||||cv5518.xml
||EN|English|cv35948.xml
||||cv27099.xml
||||cv39224.xml
5|Near Native|EN|English|cv14208.xml
||||cv17414.xml
3|Intermediate|ES|Spanish|cv35295.xml
3|Intermediate|EN|English|cv35295.xml
4|Advanced|EN|English|cv27380.xml
3|Intermediate|EN|English|cv2598.xml
5|Near Native|EN|English|cv16192.xml
3|Intermediate|DE|German|cv16192.xml
||||cv34480.xml
3|Intermediate|EN|English|cv19832.xml
||EN|English|cv38264.xml
2|Basic Knowledge|EN|English|cv13875.xml
4|Advanced|EN|English|cv12520.xml
2|Basic Knowledge|ES|Spanish|cv12520.xml
4|Advanced|EN|English|cv27778.xml
||||cv11095.xml
||||cv23399.xml
||||cv8479.xml
||||cv17310.xml
3|Intermediate|EN|English|cv3093.xml
2|Basic Knowledge|IT|Italian|cv3093.xml
||||cv21500.xml
6|Native|PT|Portuguese|cv29307.xml
2|Basic Knowledge|ES|Spanish|cv29307.xml
||EN|English|cv5381.xml
||||cv27629.xml
2|Basic Knowledge|EN|English|cv29555.xml
6|Native|PT|Portuguese|cv29555.xml
4|Advanced|EN|English|cv35960.xml
||ES|Spanish|cv21198.xml
||EN|English|cv21198.xml
||||cv27349.xml
||||cv19898.xml
4|Advanced|EN|English|cv19233.xml
||||cv6469.xml
||EN|English|cv17261.xml
||||cv7740.xml
3|Intermediate|EN|English|cv10866.xml
3|Intermediate|ES|Spanish|cv10866.xml
4|Advanced|EN|English|cv2393.xml
||||cv37490.xml
||EN|English|cv33166.xml
||ES|Spanish|cv33166.xml
||||cv11118.xml
4|Advanced|EN|English|cv25423.xml
||||cv30023.xml
3|Intermediate|EN|English|cv18490.xml
3|Intermediate|EN|English|cv14006.xml
3|Intermediate|ES|Spanish|cv14006.xml
||||cv23055.xml
||||cv5343.xml
4|Advanced|EN|English|cv30062.xml
||||cv31359.xml
3|Intermediate|EN|English|cv3816.xml
||||cv22179.xml
||||cv24194.xml
||||cv33314.xml
||||cv22390.xml
||EN|English|cv15446.xml
3|Intermediate|EN|English|cv15134.xml
3|Intermediate|FR|French|cv15134.xml
3|Intermediate|AR|Arabic|cv15134.xml
4|Advanced|EN|English|cv10567.xml
3|Intermediate|ES|Spanish|cv10567.xml
4|Advanced|EN|English|cv9141.xml
3|Intermediate|ES|Spanish|cv9141.xml
||EN|English|cv26979.xml
||||cv18696.xml
||||cv45.xml
||EN|English|cv16165.xml
2|Basic Knowledge|EN|English|cv12546.xml
6|Native|PT|Portuguese|cv29773.xml
||||cv24242.xml
3|Intermediate|EN|English|cv37030.xml
2|Basic Knowledge|EN|English|cv37577.xml
||||cv22215.xml
||||cv32308.xml
4|Advanced|EN|English|cv3771.xml
||DE|German|cv3771.xml
||||cv27766.xml
||||cv36568.xml
6|Native|PT|Portuguese|cv29213.xml
3|Intermediate|EN|English|cv29213.xml
||EN|English|cv12081.xml
||ES|Spanish|cv12081.xml
||||cv23136.xml
||||cv35340.xml
||||cv25634.xml
3|Intermediate|EN|English|cv21106.xml
||||cv21745.xml
||EN|English|cv5919.xml
||EN|English|cv15617.xml
3|Intermediate|KG|Kongo|cv15617.xml
||||cv3134.xml
||EN|English|cv18265.xml
||||cv16136.xml
2|Basic Knowledge|EN|English|cv14913.xml
6|Native|PT|Portuguese|cv29230.xml
2|Basic Knowledge|EN|English|cv29230.xml
3|Intermediate|EN|English|cv13749.xml
2|Basic Knowledge|FR|French|cv13749.xml
3|Intermediate|EN|English|cv33061.xml
3|Intermediate|ES|Spanish|cv33061.xml
||||cv15566.xml
||EN|English|cv14699.xml
||ES|Spanish|cv14699.xml
||||cv23118.xml
4|Advanced|EN|English|cv33316.xml
||||cv31248.xml
||||cv25747.xml
||||cv32801.xml
3|Intermediate|EN|English|cv38010.xml
6|Native|PT|Portuguese|cv29168.xml
3|Intermediate|EN|English|cv29168.xml
||||cv4764.xml
3|Intermediate|ES|Spanish|cv6692.xml
3|Intermediate|EN|English|cv6692.xml
4|Advanced|ES|Spanish|cv2930.xml
4|Advanced|EN|English|cv2930.xml
2|Basic Knowledge|FR|French|cv2930.xml
3|Intermediate|EN|English|cv2363.xml
||||cv36862.xml
||||cv25405.xml
||||cv7860.xml
||||cv26981.xml
5|Near Native|EN|English|cv13710.xml
3|Intermediate|EN|English|cv12024.xml
3|Intermediate|ES|Spanish|cv12024.xml
2|Basic Knowledge|JA|japanese|cv12024.xml
||||cv30244.xml
||EN|English|cv337.xml
3|Intermediate|ES|Spanish|cv17723.xml
||EN|English|cv17723.xml
||EN|English|cv12779.xml
||EN|English|cv3942.xml
5|Near Native|EN|English|cv5758.xml
6|Native|PT|Portuguese|cv29448.xml
||||cv33212.xml
3|Intermediate|EN|English|cv21206.xml
||||cv11333.xml
||||cv628.xml
||||cv10277.xml
||||cv15804.xml
||||cv19798.xml
2|Basic Knowledge|EN|English|cv36613.xml
||EN|English|cv3911.xml
5|Near Native|ES|Spanish|cv3911.xml
||||cv25618.xml
||||cv15780.xml
||||cv10378.xml
||EN|English|cv21086.xml
||EN|English|cv189.xml
5|Near Native|EN|English|cv189.xml
5|Near Native|ES|Spanish|cv189.xml
||||cv26781.xml
4|Advanced|EN|English|cv15174.xml
||||cv5427.xml
3|Intermediate|EN|English|cv15466.xml
||ES|Spanish|cv15466.xml
3|Intermediate|EN|English|cv20694.xml
||||cv26373.xml
||||cv33547.xml
||EN|English|cv11454.xml
3|Intermediate|EN|English|cv2133.xml
||ES|Spanish|cv2133.xml
||EN|English|cv34650.xml
3|Intermediate|ES|Spanish|cv34650.xml
2|Basic Knowledge|EN|English|cv36401.xml
2|Basic Knowledge|ES|Spanish|cv36401.xml
5|Near Native|PT|Portuguese|cv38711.xml
4|Advanced|EN|English|cv38711.xml
||||cv8806.xml
||EN|English|cv5659.xml
4|Advanced|EN|English|cv5792.xml
||||cv14866.xml
||||cv22239.xml
||EN|English|cv15827.xml
||||cv20255.xml
||||cv16189.xml
||EN|English|cv6028.xml
||||cv19445.xml
||||cv8502.xml
3|Intermediate|EN|English|cv8897.xml
4|Advanced|EN|English|cv39265.xml
4|Advanced|ES|Spanish|cv39265.xml
||||cv39206.xml
||||cv21689.xml
||||cv38145.xml
||||cv38750.xml
||||cv14781.xml
||||cv5118.xml
3|Intermediate|EN|English|cv29708.xml
6|Native|PT|Portuguese|cv29708.xml
3|Intermediate|EN|English|cv38722.xml
3|Intermediate|ES|Spanish|cv38722.xml
||||cv33619.xml
||||cv34256.xml
||||cv19415.xml
3|Intermediate|EN|English|cv21060.xml
6|Native|PT|Portuguese|cv28978.xml
2|Basic Knowledge|EN|English|cv28978.xml
2|Basic Knowledge|ES|Spanish|cv28978.xml
||||cv9594.xml
||||cv5710.xml
||||cv35275.xml
4|Advanced|EN|English|cv32693.xml
3|Intermediate|EN|English|cv8845.xml
6|Native|PT|Portuguese|cv8290.xml
5|Near Native|EN|English|cv8290.xml
||||cv33112.xml
3|Intermediate|EN|English|cv12096.xml
||EN|English|cv26087.xml
||ES|Spanish|cv26087.xml
5|Near Native|EN|English|cv38112.xml
3|Intermediate|EN|English|cv34987.xml
3|Intermediate|ES|Spanish|cv34987.xml
3|Intermediate|EN|English|cv37905.xml
3|Intermediate|EN|English|cv4763.xml
2|Basic Knowledge|EN|English|cv10604.xml
||||cv26924.xml
4|Advanced|EN|English|cv2126.xml
3|Intermediate|PT|Portuguese|cv26117.xml
3|Intermediate|EN|English|cv26117.xml
6|Native|PT|Portuguese|cv29281.xml
4|Advanced|EN|English|cv34418.xml
2|Basic Knowledge|ES|Spanish|cv34418.xml
||||cv4422.xml
||||cv11309.xml
3|Intermediate|EN|English|cv33957.xml
||EN|English|cv37967.xml
||||cv21395.xml
||||cv38405.xml
||||cv33466.xml
6|Native|PT|Portuguese|cv29163.xml
4|Advanced|EN|English|cv29163.xml
4|Advanced|EN|English|cv17505.xml
||ES|Spanish|cv17505.xml
6|Native|PT|Portuguese|cv28995.xml
||||cv14136.xml
2|Basic Knowledge|EN|English|cv15234.xml
2|Basic Knowledge|FR|French|cv15234.xml
||||cv21753.xml
6|Native|PT|Portuguese|cv29722.xml
3|Intermediate|ES|Spanish|cv29722.xml
4|Advanced|EN|English|cv29722.xml
||EN|English|cv12691.xml
||EN|English|cv12499.xml
||ES|Spanish|cv12499.xml
||||cv25450.xml
||||cv38218.xml
||||cv38593.xml
||||cv3003.xml
4|Advanced|EN|English|cv2681.xml
2|Basic Knowledge|ES|Spanish|cv2681.xml
3|Intermediate|EN|English|cv36196.xml
2|Basic Knowledge|EN|English|cv18304.xml
||||cv10528.xml
6|Native|EN|English|cv9812.xml
6|Native|PT|Portuguese|cv29387.xml
||||cv22589.xml
||||cv33065.xml
||||cv30747.xml
||||cv1803.xml
||||cv10090.xml
||||cv36465.xml
||EN|English|cv24253.xml
||ES|Spanish|cv24253.xml
4|Advanced|EN|English|cv12909.xml
3|Intermediate|EN|English|cv12164.xml
||||cv37099.xml
||||cv4210.xml
||||cv35945.xml
||||cv12367.xml
||||cv38529.xml
||||cv2496.xml
4|Advanced|EN|English|cv4732.xml
||||cv37917.xml
||||cv7431.xml
3|Intermediate|EN|English|cv6481.xml
4|Advanced|EN|English|cv14022.xml
3|Intermediate|ES|Spanish|cv14022.xml
||FR|French|cv14022.xml
4|Advanced|EN|English|cv24371.xml
4|Advanced|ES|Spanish|cv24371.xml
5|Near Native|EN|English|cv14050.xml
3|Intermediate|ES|Spanish|cv14050.xml
||||cv26383.xml
||||cv21804.xml
||||cv32686.xml
||||cv22855.xml
||||cv18851.xml
4|Advanced|EN|English|cv2932.xml
3|Intermediate|FR|French|cv2932.xml
||||cv34759.xml
||||cv23984.xml
||||cv11228.xml
3|Intermediate|EN|English|cv16198.xml
||||cv22806.xml
2|Basic Knowledge|EN|English|cv20172.xml
2|Basic Knowledge|EN|English|cv29560.xml
6|Native|PT|Portuguese|cv29560.xml
2|Basic Knowledge|ES|Spanish|cv29560.xml
3|Intermediate|EN|English|cv12315.xml
4|Advanced|EN|English|cv24046.xml
||||cv18441.xml
||||cv34454.xml
||||cv19589.xml
||||cv27528.xml
||||cv25592.xml
||||cv14196.xml
||||cv22261.xml
3|Intermediate|EN|English|cv12488.xml
||||cv39028.xml
||EN|English|cv12673.xml
||||cv25720.xml
||EN|English|cv8063.xml
||||cv22942.xml
6|Native|PT|Portuguese|cv29047.xml
3|Intermediate|EN|English|cv29047.xml
||||cv9750.xml
5|Near Native|EN|English|cv34355.xml
5|Near Native|PAP||cv34355.xml
||||cv27033.xml
||||cv32856.xml
||||cv34696.xml
3|Intermediate|EN|English|cv35086.xml
||||cv37823.xml
3|Intermediate|EN|English|cv12721.xml
||EN|English|cv12552.xml
||ES|Spanish|cv12552.xml
2|Basic Knowledge|EN|English|cv18939.xml
||EN|English|cv27423.xml
2|Basic Knowledge|EN|English|cv20626.xml
2|Basic Knowledge|ES|Spanish|cv20626.xml
3|Intermediate|ES|Spanish|cv392.xml
||||cv36480.xml
||||cv38436.xml
4|Advanced|EN|English|cv14032.xml
3|Intermediate|ES|Spanish|cv14032.xml
||||cv8738.xml
||EN|English|cv8886.xml
||||cv22556.xml
||||cv31751.xml
||||cv32651.xml
||ES|Spanish|cv12759.xml
||IT|Italian|cv12759.xml
||||cv11611.xml
3|Intermediate|EN|English|cv3206.xml
2|Basic Knowledge|JA|japanese|cv3206.xml
||||cv36559.xml
6|Native|PT|Portuguese|cv29732.xml
||||cv23031.xml
2|Basic Knowledge|EN|English|cv5105.xml
2|Basic Knowledge|ES|Spanish|cv5105.xml
||||cv21541.xml
||||cv15842.xml
3|Intermediate|EN|English|cv9284.xml
||||cv38681.xml
4|Advanced|ES|Spanish|cv1999.xml
4|Advanced|EN|English|cv1999.xml
||||cv12639.xml
2|Basic Knowledge|EN|English|cv35040.xml
3|Intermediate|EN|English|cv7214.xml
2|Basic Knowledge|FR|French|cv7214.xml
||||cv12978.xml
||||cv9691.xml
4|Advanced|EN|English|cv17534.xml
3|Intermediate|ES|Spanish|cv17534.xml
||||cv4088.xml
3|Intermediate|EN|English|cv29705.xml
||||cv9506.xml
||||cv24095.xml
||EN|English|cv8485.xml
||ES|Spanish|cv8485.xml
3|Intermediate|EN|English|cv12936.xml
||||cv22613.xml
2|Basic Knowledge|EN|English|cv3317.xml
3|Intermediate|EN|English|cv18991.xml
||||cv12953.xml
||||cv2371.xml
3|Intermediate|ES|Spanish|cv12432.xml
3|Intermediate|EN|English|cv12432.xml
||||cv26908.xml
2|Basic Knowledge|EN|English|cv7089.xml
3|Intermediate|EN|English|cv1558.xml
2|Basic Knowledge|EN|English|cv10823.xml
||||cv14571.xml
3|Intermediate|EN|English|cv29413.xml
6|Native|PT|Portuguese|cv29413.xml
3|Intermediate|EN|English|cv14176.xml
2|Basic Knowledge|ES|Spanish|cv3027.xml
2|Basic Knowledge|EN|English|cv3027.xml
||||cv27096.xml
||||cv33722.xml
||||cv21253.xml
||EN|English|cv8142.xml
||||cv3502.xml
3|Intermediate|EN|English|cv29659.xml
6|Native|PT|Portuguese|cv29659.xml
2|Basic Knowledge|ES|Spanish|cv29659.xml
||EN|English|cv34835.xml
||ES|Spanish|cv34835.xml
||EN|English|cv19251.xml
||||cv30776.xml
3|Intermediate|EN|English|cv12688.xml
||||cv36583.xml
4|Advanced|EN|English|cv75.xml
5|Near Native|ES|Spanish|cv75.xml
5|Near Native|FR|French|cv75.xml
4|Advanced|PT|Portuguese|cv75.xml
2|Basic Knowledge|EN|English|cv10535.xml
2|Basic Knowledge|ES|Spanish|cv10535.xml
||||cv27160.xml
||||cv30354.xml
4|Advanced|ES|Spanish|cv2748.xml
||||cv5055.xml
||||cv15296.xml
3|Intermediate|EN|English|cv1162.xml
2|Basic Knowledge|FR|French|cv1162.xml
||||cv14395.xml
||||cv31209.xml
||||cv4454.xml
||EN|English|cv21417.xml
3|Intermediate|EN|English|cv23230.xml
4|Advanced|EN|English|cv34973.xml
||||cv37489.xml
||||cv32916.xml
||||cv10126.xml
||EN|English|cv21089.xml
||ES|Spanish|cv21089.xml
6|Native|PT|Portuguese|cv29076.xml
2|Basic Knowledge|EN|English|cv29076.xml
||ES|Spanish|cv5306.xml
||EN|English|cv5306.xml
||EN|English|cv9965.xml
||ES|Spanish|cv9965.xml
||EN|English|cv33813.xml
3|Intermediate|EN|English|cv37034.xml
||||cv9483.xml
3|Intermediate|EN|English|cv27675.xml
3|Intermediate|ES|Spanish|cv27675.xml
2|Basic Knowledge|EN|English|cv27220.xml
||||cv1695.xml
3|Intermediate|EN|English|cv38875.xml
||||cv1859.xml
4|Advanced|EN|English|cv38211.xml
4|Advanced|EN|English|cv2491.xml
3|Intermediate|ES|Spanish|cv2491.xml
||DE|German|cv2491.xml
||||cv19891.xml
||||cv4484.xml
||||cv21841.xml
||EN|English|cv13087.xml
4|Advanced|EN|English|cv32680.xml
2|Basic Knowledge|ES|Spanish|cv32680.xml
2|Basic Knowledge|DE|German|cv32680.xml
6|Native|PT|Portuguese|cv29012.xml
4|Advanced|EN|English|cv29012.xml
||||cv23100.xml
6|Native|PT|Portuguese|cv28974.xml
||||cv8779.xml
3|Intermediate|EN|English|cv33460.xml
3|Intermediate|ES|Spanish|cv33460.xml
||||cv18955.xml
||EN|English|cv27093.xml
||||cv25718.xml
3|Intermediate|EN|English|cv3517.xml
||||cv21879.xml
||||cv21937.xml
||||cv32723.xml
||||cv22799.xml
||||cv38048.xml
||||cv2482.xml
||FR|French|cv12988.xml
||EN|English|cv12988.xml
||PT|Portuguese|cv12988.xml
||||cv33612.xml
||||cv27163.xml
||||cv25523.xml
||||cv26949.xml
||EN|English|cv12464.xml
||||cv18935.xml
||||cv10051.xml
||||cv26138.xml
||||cv17944.xml
||||cv7526.xml
||EN|English|cv26891.xml
||||cv38465.xml
||||cv36945.xml
||||cv36426.xml
||EN|English|cv15478.xml
||||cv30828.xml
||||cv10050.xml
||||cv22665.xml
||||cv36589.xml
||||cv19161.xml
||||cv25354.xml
2|Basic Knowledge|EN|English|cv8357.xml
2|Basic Knowledge|EN|English|cv15024.xml
||EN|English|cv36362.xml
2|Basic Knowledge|EN|English|cv34780.xml
||||cv9257.xml
2|Basic Knowledge|EN|English|cv37574.xml
||EN|English|cv15550.xml
||ES|Spanish|cv15550.xml
||||cv38602.xml
||EN|English|cv12963.xml
2|Basic Knowledge|EN|English|cv6055.xml
||||cv34148.xml
||||cv7101.xml
2|Basic Knowledge|EN|English|cv4736.xml
3|Intermediate|EN|English|cv17402.xml
||EN|English|cv12681.xml
4|Advanced|EN|English|cv27381.xml
||EN|English|cv13727.xml
2|Basic Knowledge|EN|English|cv36341.xml
3|Intermediate|ES|Spanish|cv36341.xml
4|Advanced|EN|English|cv9393.xml
3|Intermediate|EN|English|cv2339.xml
4|Advanced|EN|English|cv2907.xml
||||cv12471.xml
||||cv6052.xml
||||cv38337.xml
4|Advanced|EN|English|cv33670.xml
||||cv14178.xml
||||cv33607.xml
3|Intermediate|EN|English|cv20385.xml
2|Basic Knowledge|EN|English|cv29460.xml
||EN|English|cv26950.xml
4|Advanced|EN|English|cv34622.xml
||||cv23048.xml
3|Intermediate|EN|English|cv7610.xml
2|Basic Knowledge|ES|Spanish|cv7610.xml
||EN|English|cv34154.xml
||||cv11295.xml
||EN|English|cv39202.xml
||ES|Spanish|cv39202.xml
||FF|Fulah|cv39202.xml
||IT|Italian|cv19563.xml
||ES|Spanish|cv19563.xml
||EN|English|cv19563.xml
||EN|English|cv17578.xml
||||cv2074.xml
||ES|Spanish|cv16022.xml
||EN|English|cv16022.xml
||||cv3703.xml
3|Intermediate|EN|English|cv3128.xml
2|Basic Knowledge|ES|Spanish|cv3128.xml
4|Advanced|ET|Estonian|cv10065.xml
4|Advanced|EN|English|cv10065.xml
||||cv33911.xml
||||cv27552.xml
||||cv12739.xml
6|Native|PT|Portuguese|cv29508.xml
||||cv32106.xml
||||cv22327.xml
||||cv25608.xml
2|Basic Knowledge|EN|English|cv3090.xml
||||cv19566.xml
||EN|English|cv8957.xml
||||cv14313.xml
||||cv21702.xml
||||cv20065.xml
3|Intermediate|EN|English|cv32880.xml
2|Basic Knowledge|ES|Spanish|cv32880.xml
||||cv18728.xml
3|Intermediate|EN|English|cv37044.xml
||||cv9834.xml
||||cv22302.xml
||||cv10342.xml
4|Advanced|EN|English|cv15259.xml
||||cv21708.xml
||||cv27756.xml
||||cv7103.xml
||||cv7683.xml
6|Native|PT|Portuguese|cv29507.xml
2|Basic Knowledge|EN|English|cv29507.xml
2|Basic Knowledge|EN|English|cv13781.xml
3|Intermediate|EN|English|cv9437.xml
||||cv21483.xml
3|Intermediate|EN|English|cv18070.xml
||ES|Spanish|cv18070.xml
4|Advanced|EN|English|cv37413.xml
3|Intermediate|ES|Spanish|cv37413.xml
||EN|English|cv9897.xml
3|Intermediate|EN|English|cv36279.xml
||||cv15588.xml
||||cv14045.xml
||EN|English|cv20417.xml
||||cv39227.xml
||||cv10891.xml
6|Native|PT|Portuguese|cv29220.xml
2|Basic Knowledge|EN|English|cv29220.xml
3|Intermediate|EN|English|cv26866.xml
2|Basic Knowledge|EN|English|cv9585.xml
||||cv21846.xml
||||cv38071.xml
3|Intermediate|EN|English|cv14621.xml
2|Basic Knowledge|EN|English|cv14636.xml
4|Advanced|EN|English|cv10681.xml
5|Near Native|PT|Portuguese|cv10681.xml
6|Native|PT|Portuguese|cv28932.xml
3|Intermediate|ES|Spanish|cv28932.xml
||EN|English|cv2054.xml
2|Basic Knowledge|ES|Spanish|cv34312.xml
||EN|English|cv19369.xml
||||cv14221.xml
6|Native|PT|Portuguese|cv29002.xml
4|Advanced|EN|English|cv29002.xml
||||cv25867.xml
3|Intermediate|EN|English|cv30757.xml
3|Intermediate|FR|French|cv30757.xml
4|Advanced|ES|Spanish|cv30757.xml
||||cv25662.xml
||||cv7344.xml
2|Basic Knowledge|EN|English|cv129.xml
3|Intermediate|EN|English|cv35384.xml
||||cv15071.xml
||EN|English|cv10629.xml
||||cv36320.xml
6|Native|PT|Portuguese|cv29022.xml
3|Intermediate|EN|English|cv29022.xml
2|Basic Knowledge|ES|Spanish|cv29022.xml
||JA|japanese|cv12446.xml
3|Intermediate|EN|English|cv12446.xml
||ES|Spanish|cv12446.xml
||||cv5001.xml
||||cv19269.xml
5|Near Native|EN|English|cv3786.xml
3|Intermediate|ES|Spanish|cv3786.xml
2|Basic Knowledge|FR|French|cv3786.xml
5|Near Native|EN|English|cv35260.xml
3|Intermediate|ES|Spanish|cv35260.xml
||||cv15475.xml
||||cv33609.xml
3|Intermediate|EN|English|cv33543.xml
3|Intermediate|ES|Spanish|cv33543.xml
3|Intermediate|EN|English|cv2941.xml
3|Intermediate|EN|English|cv7562.xml
||||cv12133.xml
6|Native|PT|Portuguese|cv29637.xml
2|Basic Knowledge|EN|English|cv29637.xml
||||cv3256.xml
5|Near Native|ES|Spanish|cv3688.xml
3|Intermediate|EN|English|cv37468.xml
2|Basic Knowledge|ES|Spanish|cv37468.xml
||||cv37218.xml
||||cv38368.xml
||||cv19168.xml
3|Intermediate|EN|English|cv37354.xml
3|Intermediate|FA|Persian|cv37354.xml
||||cv2603.xml
||||cv26822.xml
||||cv38812.xml
||||cv14264.xml
||||cv32311.xml
||||cv37730.xml
||||cv18324.xml
||||cv12063.xml
2|Basic Knowledge|EN|English|cv19296.xml
3|Intermediate|EN|English|cv32622.xml
||||cv10976.xml
||||cv19684.xml
3|Intermediate|EN|English|cv15126.xml
||||cv2352.xml
||||cv10021.xml
5|Near Native|EN|English|cv30819.xml
3|Intermediate|ES|Spanish|cv30819.xml
3|Intermediate|ES|Spanish|cv27692.xml
||EN|English|cv27692.xml
||||cv11617.xml
||||cv477.xml
3|Intermediate|EN|English|cv13040.xml
||ES|Spanish|cv13040.xml
2|Basic Knowledge|EN|English|cv11384.xml
||EN|English|cv15519.xml
